followers,post_type,hashtags_count,caption_length,likes,comments,shares,saves,posting_day,posting_hour,predicted_reach
1603,0,16,151,69,4,18,30,6,23,1156
4903,0,10,53,127,13,36,54,4,3,2325
7237,0,30,153,340,16,29,68,1,20,6520
10093,1,1,874,800,52,238,348,2,6,9157
1200,1,5,342,106,6,23,36,4,6,1475
2762,1,21,506,289,12,49,168,0,22,4914
5361,1,13,405,600,33,70,352,5,7,13815
53884,2,2,64,4625,235,451,2392,2,20,76693
6537,2,11,316,395,44,34,191,1,0,5208
10367,1,3,879,994,96,122,198,4,8,12710
3774,1,11,432,156,9,13,28,1,22,2143
14654,0,12,426,578,57,170,319,5,11,7308
5441,3,1,682,253,8,37,88,4,5,1369
3978,0,1,806,142,10,26,51,0,12,1269
11402,1,14,334,1842,96,592,1024,2,4,25400
582,1,22,719,65,2,7,28,6,20,1194
615,1,28,680,28,3,9,6,0,18,593
4209,0,16,89,174,8,46,42,4,0,2810
1061,2,6,40,88,9,15,12,3,21,784
2214,0,29,994,111,7,12,54,2,23,1063
6706,1,27,121,999,31,102,379,1,17,11369
24836,0,13,567,1551,148,272,939,4,7,21469
13231,0,11,874,438,36,51,215,0,23,6445
11282,2,29,726,1230,74,191,238,5,7,9969
5711,0,16,573,201,11,18,44,6,14,4679
40769,2,13,659,3599,131,912,1395,3,18,67149
8087,1,5,481,547,62,64,324,6,9,13955
1866,0,18,83,102,7,30,26,5,23,1171
14898,3,23,562,229,8,32,124,4,15,4677
2312,0,5,488,92,9,28,27,1,10,1096
6851,2,26,598,357,19,47,98,0,11,3632
11121,0,17,396,596,28,173,346,2,15,8898
31598,2,23,708,1443,79,252,240,3,15,16926
10704,0,4,891,403,32,100,187,4,19,8502
18672,1,23,573,2192,80,189,361,4,2,13212
74540,2,23,939,7940,582,1775,4233,4,8,104199
2614,2,5,442,172,19,20,94,4,7,2590
5318,2,1,421,447,20,98,258,0,9,5373
8027,2,7,476,894,53,104,209,2,12,9864
8718,2,14,608,741,48,152,151,1,17,7451
8440,0,14,630,168,13,18,65,3,12,4556
36226,1,10,918,4324,487,609,1193,6,12,67431
19278,1,21,746,2527,165,640,1108,4,14,52588
14543,1,21,257,1320,47,485,519,5,12,34817
6052,1,23,590,633,38,132,135,4,15,9747
26541,1,0,129,2040,96,573,1026,2,7,34128
47036,0,17,76,3295,292,780,1761,2,18,85635
26322,1,11,582,1678,54,376,1027,0,9,34126
523,0,11,965,28,1,2,9,0,11,201
15675,1,24,336,2434,192,287,750,5,13,38751
1287,1,10,929,165,9,56,39,5,5,1348
4968,2,27,712,274,21,54,63,0,20,3904
1420,2,7,479,60,2,15,18,3,23,744
14387,1,27,502,627,72,146,389,5,8,17508
17903,0,6,710,377,21,71,71,0,6,5302
2323,1,22,672,278,31,53,75,4,5,2648
7763,0,20,295,315,18,76,58,0,21,7731
9638,1,1,965,434,43,50,120,6,0,4833
7408,1,10,923,350,18,66,66,3,20,8279
2434,0,21,617,208,18,43,81,0,13,1778
8643,1,9,321,822,48,304,293,0,23,11541
21365,3,2,318,968,73,174,221,4,5,6778
1604,3,19,784,34,3,9,7,5,11,343
1753,1,28,106,207,17,24,92,4,16,3129
7072,0,9,974,174,14,16,57,6,4,2275
43138,0,27,122,2212,79,744,378,6,10,24550
17065,1,26,997,1659,86,488,980,4,4,22919
17529,2,17,646,843,68,143,287,0,11,9828
7239,0,13,465,342,10,77,147,4,2,3750
14008,2,17,472,1154,60,133,662,2,23,17322
652,0,27,957,36,1,10,12,1,8,251
15662,3,23,141,697,36,66,378,1,5,5438
37177,1,7,939,3135,245,947,1845,4,21,83207
14723,2,9,974,851,70,203,194,5,1,5545
31536,1,21,938,3491,390,553,2016,3,1,40258
19808,1,12,130,2751,178,918,556,6,21,79164
2427,0,20,206,114,12,42,31,4,11,2269
35411,0,7,815,1209,107,182,648,5,7,15381
1531,2,3,491,126,14,39,73,4,1,1220
11952,2,26,643,846,88,253,403,0,8,11313
2799,2,3,803,124,11,37,24,6,15,1492
676,1,4,906,80,4,28,31,6,14,1474
8723,2,0,781,602,31,133,254,5,13,4142
5744,0,16,48,124,6,34,34,6,19,2988
10482,1,1,575,518,59,166,324,3,3,6294
13412,1,29,521,1434,166,313,440,4,3,13421
1170,1,7,483,61,5,13,15,2,10,1117
2468,1,6,170,95,10,16,18,5,20,1930
12768,0,30,298,551,62,170,180,1,23,5941
6804,1,14,209,460,34,129,221,5,17,9675
20094,2,25,797,1410,122,296,361,2,4,11668
16345,1,24,537,1476,99,296,764,6,1,18588
28523,0,4,926,1353,91,130,283,2,14,17895
18188,0,1,694,1479,49,113,529,6,10,8268
8929,0,6,512,407,28,95,197,2,23,5344
17265,1,30,257,1472,133,294,308,3,16,22899
5331,1,7,392,854,58,267,371,3,15,15436
5986,1,27,227,573,62,136,305,5,14,14147
23837,1,6,96,1671,100,594,724,3,22,27430
9370,1,29,91,851,35,113,334,1,2,7620
24520,2,6,71,2599,267,966,1433,6,19,57803
26425,0,27,808,2002,181,329,1247,0,14,23569
29732,1,30,509,6081,314,1628,1411,5,23,49817
37767,2,13,51,4400,344,992,2111,4,18,91087
8957,0,20,21,639,42,116,117,4,12,6619
6259,0,17,842,440,50,51,72,5,15,2820
13591,2,5,755,436,36,50,122,0,22,5378
7458,1,3,850,588,26,169,362,4,11,7954
14284,1,9,652,1932,145,363,796,5,16,23098
18841,0,17,124,853,91,309,234,5,15,12094
17990,1,11,227,965,87,166,201,2,8,22409
7539,1,15,658,668,70,247,394,1,5,7782
3238,0,24,115,113,5,15,36,4,18,2461
8945,1,6,700,773,84,81,226,1,22,5104
2807,0,5,537,141,13,23,79,6,12,1826
33622,1,27,481,6266,599,2134,2742,5,20,114451
6866,0,4,763,449,27,103,101,0,23,3548
3016,0,2,855,197,21,22,68,5,7,966
886,1,11,902,78,6,10,46,4,11,1435
16069,0,30,396,598,63,100,348,1,8,7363
15696,2,14,235,650,40,163,115,2,21,24036
6746,0,9,490,335,14,58,91,2,3,2621
1616,1,25,763,105,6,31,23,5,12,2097
8405,0,19,417,383,27,99,154,0,1,2164
6092,1,18,466,666,51,224,338,6,2,11055
17457,2,15,662,739,56,166,212,3,4,6912
14462,0,27,907,976,77,170,500,4,23,10025
7302,3,10,720,152,16,56,71,5,17,2806
4186,0,7,633,130,5,23,64,2,20,3225
66887,2,2,648,4422,258,900,2674,2,13,78938
9577,1,22,30,1407,154,447,492,0,1,7769
17984,2,6,668,1009,81,102,313,2,14,15550
2771,1,22,610,119,9,22,56,4,7,2896
10471,1,28,824,1152,84,116,618,0,15,10713
918,0,6,927,71,5,8,16,1,2,262
11061,0,13,212,356,17,27,197,0,23,5375
50370,2,1,426,5465,432,425,940,6,19,43931
7772,1,9,425,1378,165,260,202,4,19,19448
1096,1,18,457,54,4,17,11,6,22,1219
971,2,25,521,88,2,22,54,4,4,858
7865,1,8,94,872,88,231,347,1,3,9105
3115,3,15,176,59,3,13,9,5,22,1559
854,2,18,393,80,3,25,50,0,11,1230
21671,1,17,477,2421,260,820,1225,4,18,90641
9701,2,8,81,351,16,115,193,4,14,11974
5621,0,15,819,421,47,134,104,1,12,5040
35051,1,12,530,5134,358,666,1002,3,4,34147
2351,1,9,802,456,44,115,179,0,11,5325
47325,0,24,482,1357,107,338,704,4,18,37459
6152,2,19,267,620,32,144,281,2,1,7159
33393,2,13,284,1582,143,346,712,1,6,25663
14355,1,11,759,475,55,48,243,3,22,9514
26791,1,24,29,3264,324,344,830,3,4,19088
62539,3,18,499,1924,162,665,895,1,19,30647
5603,1,6,754,525,62,138,175,3,10,7633
49215,1,22,499,4161,224,639,740,4,17,60713
7901,1,14,742,311,11,49,75,3,17,6387
7804,2,15,335,802,26,206,424,0,6,10604
6741,1,26,538,714,67,140,413,2,9,19826
12193,2,7,901,630,65,130,177,4,22,7759
3011,2,9,98,232,20,21,54,1,19,3150
12601,1,30,495,2118,236,247,332,2,13,31691
12203,1,3,717,1712,158,330,1035,5,19,24646
22026,2,18,359,1727,109,492,822,4,19,41199
27404,1,18,93,4035,186,360,2457,2,10,96782
9209,2,30,396,872,98,152,491,3,1,7510
5900,2,27,96,140,5,39,43,5,12,4866
5003,1,20,316,279,22,87,55,1,12,5180
3746,2,26,859,383,22,50,148,1,8,3396
1390,2,14,163,91,4,26,14,0,16,1145
6788,2,13,449,443,39,160,96,3,14,11312
5225,1,0,749,273,13,94,70,0,23,2456
51406,0,15,969,1486,167,463,694,0,21,43437
12736,1,9,273,1652,109,476,647,3,22,35148
6899,1,18,986,953,86,138,277,4,20,17999
13529,1,29,744,1592,152,422,666,5,21,22154
2748,2,21,430,264,24,70,54,6,21,3757
9305,1,2,502,1330,148,262,679,0,15,10059
15261,1,4,642,780,39,173,382,2,9,13216
10567,0,8,420,376,14,106,93,5,19,6634
8206,2,17,182,904,31,326,396,4,11,14844
76865,1,10,13,7667,835,1254,2979,3,4,67135
32343,0,15,863,1875,220,279,325,1,19,27082
15148,1,1,649,2650,151,677,739,4,16,28705
13137,2,11,995,395,36,45,248,0,9,6415
15039,1,21,481,1225,37,305,235,2,5,11493
3871,0,5,119,172,8,17,67,5,20,3089
8041,3,10,876,197,18,43,109,3,19,4831
1103,2,26,46,48,1,12,13,1,5,328
10180,3,7,592,201,14,19,54,5,11,2032
12246,1,11,810,511,45,70,294,2,20,20078
4376,1,28,40,344,34,60,100,6,18,6716
50375,2,26,960,5781,409,1072,2662,1,1,29109
36528,1,29,390,4996,433,1388,2516,3,12,116259
19709,2,1,277,1676,131,391,883,5,21,28525
11933,1,8,20,841,29,159,527,4,19,15716
31099,1,14,353,4147,401,871,2215,0,10,51671
2600,0,1,849,57,2,4,26,3,14,950
23946,0,28,553,950,31,290,550,2,12,20110
2499,0,0,578,74,5,6,43,4,2,712
24213,0,9,175,1796,193,581,1108,5,13,25703
5339,3,1,709,186,8,44,96,1,7,2203
31944,0,11,351,1757,54,409,419,4,8,26665
43747,1,22,491,5082,202,1455,2484,4,14,139759
2916,2,7,28,101,6,33,18,2,22,1397
9817,1,4,637,1224,100,437,365,0,17,13204
59939,0,21,989,3989,188,949,798,6,7,40142
10407,2,27,193,736,75,88,445,4,10,12502
30376,1,0,791,2635,257,892,813,4,4,13784
13827,2,14,554,1161,107,101,569,0,14,22776
7557,2,5,19,834,61,264,351,0,14,9666
5548,3,11,601,167,10,46,32,1,6,2053
3907,1,30,201,591,37,204,246,5,20,17174
22019,1,7,329,3572,268,1229,1661,1,17,54356
7829,1,12,711,487,17,44,278,0,11,5079
11239,0,18,589,222,20,57,39,6,11,6407
10668,2,26,484,580,35,65,166,3,3,5518
13415,0,0,869,259,13,25,124,0,10,2776
30601,1,10,646,2842,156,595,456,1,20,43899
59745,2,19,436,3425,158,357,832,2,5,28562
8353,1,0,857,947,105,277,237,2,20,11196
